"hlink","Name","Review","Count","Category","open_close","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","Phone","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Aadhigurus+Pooja+Stores/data=!4m7!3m6!1s0x3bcb95a15c91b23f:0xe1ee72447c48306f!8m2!3d17.3867889!4d78.356749!16s%2Fg%2F11kc8l1rsl!19sChIJP7KRXKGVyzsRbzBIfERy7uE?authuser=0&hl=en&rclk=1","Aadhigurus Pooja Stores","4.8","(12)","Religious goods store","·","","2-85, Market Road","·","Open","⋅ Closes 9 pm","089852 32523","https://lh5.googleusercontent.com/p/AF1QipOfc_hgeu6FM1tVZ42OPAUUnS-p9nUhjn5LsAoJ=w122-h92-k-no","In-store shopping","·","In-store pick-up"
"https://www.google.com/maps/place/Gowshik+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcb99af4cae07f7:0xf0e3be3d413aef2a!8m2!3d17.3981146!4d78.4940936!16s%2Fg%2F11h6yvgk0s!19sChIJ9weuTK-ZyzsRKu86QT2-4_A?authuser=0&hl=en&rclk=1","Gowshik Pooja Samagri Store","4.5","(4)","General store","·","","Narayanguda Cross road, beside Vegetable Market Road","·","Open","⋅ Closes 9:30 pm","073374 23354","https://lh5.googleusercontent.com/p/AF1QipOMpr5Zr3K37e1TM6jyWHqMuIj3zHsps3NgpBQ4=w122-h92-k-no","In-store shopping","·","Delivery"
"https://www.google.com/maps/place/Sree+Sai+Datta+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb96577308f401:0x21403f56cce31c1d!8m2!3d17.3741685!4d78.4196704!16s%2Fg%2F11c5x7r2v3!19sChIJAfQIc1eWyzsRHRzjzFY_QCE?authuser=0&hl=en&rclk=1","Sree Sai Datta Pooja Samagri","4.3","(16)","Market","·","","9/1, 34/45/B","·","Open","⋅ Closes 10:30 pm","073966 67416","https://lh5.googleusercontent.com/p/AF1QipMj4TECQQHowuNOKqcSfT9kVB5uXRx6XuzWZ1MZ=w122-h92-k-no","","",""
"https://www.google.com/maps/place/sri+Shiva+sai+pooja+Store/data=!4m7!3m6!1s0x3bcb99049fb62529:0xc77c5efa75108e2f!8m2!3d17.3857196!4d78.5278531!16s%2Fg%2F11c3t07m8c!19sChIJKSW2nwSZyzsRL44QdfpefMc?authuser=0&hl=en&rclk=1","sri Shiva sai pooja Store","4.7","(13)","Store","·","","near venkatreddynagar busstop","·","Open","⋅ Closes 10 pm","094921 71744","https://lh5.googleusercontent.com/p/AF1QipP1KO8aQj97KPxwUIqYxa83XC8mT5JrTSjRu5j5=w80-h106-k-no","In-store shopping","·","Delivery"
"https://www.google.com/maps/place/Sri+Vijaya+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb911c07f6c065:0xf9013dd1dfbb463c!8m2!3d17.45417!4d78.423989!16s%2Fg%2F1pp2twyp1!19sChIJZcD2BxyRyzsRPEa739E9Afk?authuser=0&hl=en&rclk=1","Sri Vijaya Pooja Samagri","4.4","(27)","Religious goods store","","","·","","Open","⋅ Closes 9:30 pm","040 4012 3778","https://lh3.googleusercontent.com/gps-proxy/ALd4DhH0M6UShPlthAeQm9Jmhi85tlGVG02PLzGVrNW3PLJUz5DfOF-1euNmLNAgbo__9bWcCqXhKUD2ZckTbiBUjwKaS9nhzkZ3-XrKBXIl6WpUhw0Xfd4rIz7AbQCttDQFRBA5Ky2xrrImkUfUBEQpcZ473GuMuaZRsDcVWPY9LWofyGXqK9dsr1xTioc-fqXL1zf5M44=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/poojadhravyam18+POOJA+SAMAGRI+STORE/data=!4m7!3m6!1s0x3bcb9927b519c3a1:0x1c938dd0ccb4e0b!8m2!3d17.4091629!4d78.5440797!16s%2Fg%2F11f3cmxpyh!19sChIJocMZtSeZyzsRC07LDN04yQE?authuser=0&hl=en&rclk=1","poojadhravyam18 POOJA SAMAGRI STORE","4.4","(52)","Gift shop","·","","·","Captain Veera Raja Reddy Marg, opp. Himavathi Apartments","Open","⋅ Closes 9 pm","090006 66149","https://lh5.googleusercontent.com/p/AF1QipM7Ch-bRIme3vs7PB4V2RgmINye1L_m1o33HHaz=w163-h92-k-no","In-store shopping","·","Kerbside pickup"
"https://www.google.com/maps/place/MARUTHI+POOJA+STORES+%26+HOME+NEEDS/data=!4m7!3m6!1s0x3bcb98c69b9eb999:0x62c0393492351d48!8m2!3d17.3671318!4d78.5506997!16s%2Fg%2F1ygbbbgqw!19sChIJmbmem8aYyzsRSB01kjQ5wGI?authuser=0&hl=en&rclk=1","MARUTHI POOJA STORES & HOME NEEDS","4.4","(27)","Grocery store","·","","Road No. 5","·","Open","⋅ Closes 10 pm","092474 04546","https://lh5.googleusercontent.com/p/AF1QipOcRSVBhSVvOzGoWgXGhSlHL6kDGe8ghFHIkTkP=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Shiva+Sai+Pooja+samagri/data=!4m7!3m6!1s0x3bcb904be302a359:0x8660e0c28c14eaf7!8m2!3d17.5000841!4d78.4295574!16s%2Fg%2F11bv3vqkqm!19sChIJWaMC40uQyzsR9-oUjMLgYIY?authuser=0&hl=en&rclk=1","Shiva Sai Pooja samagri","5.0","(45)","Store","·","","H.No 41-12, near, Markendaya Hotel Road, near markandaya hotel, beside Temple","·","Open","⋅ Closes 10 pm","097008 68880","https://lh5.googleusercontent.com/p/AF1QipOInXHz01m1ZMUWViw6MZHHv-bXSyzKHQShPLZJ=w138-h92-k-no","In-store pick-up","·","Delivery"
"https://www.google.com/maps/place/Ayyappa+pooja+stores/data=!4m7!3m6!1s0x3bcb9bf0b0191bd1:0xf18a19103e45b9fc!8m2!3d17.4539783!4d78.562765!16s%2Fg%2F11h9k2q5pj!19sChIJ0RsZsPCbyzsR_LlFPhAZivE?authuser=0&hl=en&rclk=1","Ayyappa pooja stores","5.0","(101)","Religious goods store","·","","5-11-49, Mother Theresa School lane, beside Gopal Jewelry","·","Open","⋅ Closes 10:30 pm","099896 77716","https://lh5.googleusercontent.com/p/AF1QipPBEuwzPlqN4E6EnxdW-a8ZW1zdeBib51tv7gIe=w80-h177-k-no","On-site services","",""
"https://www.google.com/maps/place/Dhatri+Pooja+Samagri+%28+Dhatri+stores%29/data=!4m7!3m6!1s0x3bcb93d372661fb9:0x87d279089a14a6b0!8m2!3d17.4601293!4d78.3544989!16s%2Fg%2F11rfd9g33q!19sChIJuR9mctOTyzsRsKYUmgh50oc?authuser=0&hl=en&rclk=1","Dhatri Pooja Samagri ( Dhatri stores)","4.3","(47)","Religious goods store","·","","Botanical garden road, Main Rd, near medplus","·","Open","⋅ Closes 9 pm","073821 17798","https://lh5.googleusercontent.com/p/AF1QipMm4H90QSQr2M_0pu8OTJrPEbIRwnRtojPOz85D=w116-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/SRI+MAYURI+POOJA+SAMAGRI+-+Best+Pooja+Store+In+Hyderabad/data=!4m7!3m6!1s0x3bcb937b9049c4d5:0x891a075eda99f27a!8m2!3d17.4885541!4d78.3817249!16s%2Fg%2F11s4rqw31n!19sChIJ1cRJkHuTyzsRevKZ2l4HGok?authuser=0&hl=en&rclk=1","SRI MAYURI POOJA SAMAGRI - Best Pooja Store In Hyderabad","4.7","(85)","Religious goods store","·","","Sri mayuri pooja samagri, kphb 9th phase, bloomingdale building, ground floor Kphb 9th phase , gokul plots circle","·","Open","⋅ Closes 10 pm","081850 33999","https://lh5.googleusercontent.com/p/AF1QipNMGLXKe9X9MJuq9qpCuxFdL42PM14-bWofbDZ9=w80-h122-k-no","In-store shopping","·","Delivery"
"https://www.google.com/maps/place/Chaitanya+Coconut+Traders+%26+Pooja+Store/data=!4m7!3m6!1s0x3bcb99cd87dc821b:0x25c8cfe7214a5be8!8m2!3d17.384076!4d78.4896796!16s%2Fg%2F1tgj_2d_!19sChIJG4Lch82ZyzsR6FtKIefPyCU?authuser=0&hl=en&rclk=1","Chaitanya Coconut Traders & Pooja Store","4.5","(63)","Religious goods store","·","","·","4-6-395, Esamia Bazar Rd","Open","⋅ Closes 10 pm","099492 28823","https://lh5.googleusercontent.com/p/AF1QipPAEFg8EkTnK_Vm3_9hhGEGd2etKlInY3Mz1MIJ=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Gokul+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9705935f973f:0x3ac39c54b201a380!8m2!3d17.3866566!4d78.4399802!16s%2Fg%2F1hm36f0wh!19sChIJP5dfkwWXyzsRgKMBslScwzo?authuser=0&hl=en&rclk=1","Gokul Pooja Stores","3.8","(14)","Religious goods store","·","","·","Gudi Malkapur Rd, opposite saibaba temple","Open","⋅ Closes 9 pm","098668 41517","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGSIvTQ_HGpdnnkS5Xl40FKIMRHg8Vit80B88SeSbZGxRGhuTyhEuc9syb1vuWu0PR0-h0CUskUXv4LUdvfKHnbatN2pLyE3nBUPK9W-w_FMgYj_PIpm4IEuhmBt0HVyWq92zv-oBWrIvdRgwKtyD_OtdOyTVcHMGTEk0jLmC3aKjxG_QOEHKSxiP3eSVB7EsJhww=w122-h92-k-no","In-store shopping","·","In-store pick-up"
"https://www.google.com/maps/place/Sri+Renuka+Yellamma+Pooja+stores/data=!4m7!3m6!1s0x3bcb9f0c37aa11e9:0xcf867062f9fccbcd!8m2!3d17.3707308!4d78.5716863!16s%2Fg%2F11j0tvtxc6!19sChIJ6RGqNwyfyzsRzcv8-WJwhs8?authuser=0&hl=en&rclk=1","Sri Renuka Yellamma Pooja stores","4.6","(48)","Store","·","","Nagole - Bandlaguda Rd","·","Open","⋅ Closes 10 pm","090307 91950","https://lh5.googleusercontent.com/p/AF1QipP_qlNiOyBU7DpUM2hegsxEgDsxYWuB9FDsyS-T=w122-h92-k-no","In-store shopping","·","Delivery"
"https://www.google.com/maps/place/Hanuman+pooja+store/data=!4m7!3m6!1s0x3bcb9f5a2df93657:0x108df900b9230a58!8m2!3d17.3984141!4d78.6051932!16s%2Fg%2F11ncbnw4mf!19sChIJVzb5LVqfyzsRWAojuQD5jRA?authuser=0&hl=en&rclk=1","Hanuman pooja store","4.9","(37)","Religious goods store","","","·","","Open","⋅ Closes 9 pm","098662 77222","https://lh5.googleusercontent.com/p/AF1QipPkJF5_2HFysdVh-dW-qZqv-kD6lvjmC7ivZRnT=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Vijaya+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb91eadabbfb77:0xf26ff2524a3d5986!8m2!3d17.4941339!4d78.4048587!16s%2Fg%2F1pty8zj5h!19sChIJd_u72uqRyzsRhlk9SlLyb_I?authuser=0&hl=en&rclk=1","Sri Vijaya Pooja Samagri","3.8","(126)","Religious goods store","·","","Near Usha Mullapudi Common, Behind South India Shopping Mall, Usha Mullapudi Road","·","Open","⋅ Closes 10:30 pm","092461 16722","https://lh5.googleusercontent.com/p/AF1QipPaA960odlSzD82FOVDSSAplDYepCJFn_hbJEoZ=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Sai+Pooja+Stores/data=!4m7!3m6!1s0x3bcb97bd4b135181:0x3d74a4c197ecf77d!8m2!3d17.3528936!4d78.3894323!16s%2Fg%2F11fhlxjqtc!19sChIJgVETS72XyzsRfffsl8GkdD0?authuser=0&hl=en&rclk=1","Sri Sai Pooja Stores","4.3","(48)","Religious goods store","·","","Kismatpur Rd, beside Apollo Pharmacy","·","Open","⋅ Closes 9 pm","093918 51849","https://lh5.googleusercontent.com/p/AF1QipPt-7PQ4x1OOPJc5A1RJC7lg0VWTz1vVxAHH5Yq=w204-h92-k-no","""Good store to get all pooja related items""","",""
"https://www.google.com/maps/place/Keerthana+pooja+store/data=!4m7!3m6!1s0x3bcb99074e4d18ad:0xf896f700682091a2!8m2!3d17.4112573!4d78.5082384!16s%2Fg%2F11n_zgm5mg!19sChIJrRhNTgeZyzsRopEgaAD3lvg?authuser=0&hl=en&rclk=1","Keerthana pooja store","5.0","(5)","General store","·","","1-7-943","·","Open","⋅ Closes 10 pm","097052 67303","https://lh5.googleusercontent.com/p/AF1QipPXjXU9b7uvJ2epWQpjD8W38Iv4gYbLskCgJdo=w163-h92-k-no","In-store shopping","",""
"https://www.google.com/maps/place/Krishna+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb8d5634b7cba9:0x88ae71ae74632326!8m2!3d17.5116704!4d78.3016718!16s%2Fg%2F11c702w53j!19sChIJqcu3NFaNyzsRJiNjdK5xrog?authuser=0&hl=en&rclk=1","Krishna Pooja Samagri","4.2","(54)","Craft store","·","","13-63, Main Road","·","Open","⋅ Closes 9 pm","094142 12331","https://lh5.googleusercontent.com/p/AF1QipMqX4wpImWzdMd_xoKXhBGZvN7Hwma5v19_c7fb=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/SRI+LAKSHMI+GANAPATHI+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3bcb9bc6965d16c3:0x89e256812fa02e58!8m2!3d17.484241!4d78.4981525!16s%2Fg%2F11q4gsj5yg!19sChIJwxZdlsabyzsRWC6gL4FW4ok?authuser=0&hl=en&rclk=1","SRI LAKSHMI GANAPATHI POOJA SAMAGRI","4.2","(30)","Religious goods store","·","","Suguna nilayam","·","Open","⋅ Closes 10:30 pm","099635 87362","https://lh5.googleusercontent.com/p/AF1QipN8EZyVX55-G9i2RrdWgq-zuWcOE855_FgxWV6h=w204-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Tirumala+Pooja+smagri/data=!4m7!3m6!1s0x3bcb99330e096c7b:0xdfc7be9ef52896f5!8m2!3d17.4014944!4d78.5638909!16s%2Fg%2F1q2wk5771!19sChIJe2wJDjOZyzsR9ZYo9Z6-x98?authuser=0&hl=en&rclk=1","Tirumala Pooja smagri","5.0","(1)","Grocery store","·","","Opp. Deccan Gramena Bank, Main Road, Hyderabad - Warangal - Bhopalpatnam Hwy","·","Open","⋅ Closes 10 pm","093999 16167","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sf7l-FogojtUOnydxIbr1w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=179.24298&pitch=0&thumbfov=100","""Good and whole sale rate""","",""
"https://www.google.com/maps/place/Sri+Sai+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb91eaec77b659:0x7e0c51dabc4912d0!8m2!3d17.4864486!4d78.3948051!16s%2Fg%2F1ptxynwzj!19sChIJWbZ37OqRyzsR0BJJvNpRDH4?authuser=0&hl=en&rclk=1","Sri Sai Pooja Samagri","4.0","(475)","Religious goods store","·","","·","eSeva Ln","Open","⋅ Closes 9:30 pm","076619 46060","https://lh5.googleusercontent.com/p/AF1QipNPmmBE1wZX1_65mhUj2yVf4ji__8mVojhzJm8v=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Mahalaxmi+Puja+Store/data=!4m7!3m6!1s0x3bcb9961787cf1e7:0xb7e7541a948d7c9f!8m2!3d17.378169!4d78.5463882!16s%2Fg%2F11gmjpg5x7!19sChIJ5_F8eGGZyzsRn3yNlBpU57c?authuser=0&hl=en&rclk=1","Sri Mahalaxmi Puja Store","4.5","(31)","Supermarket","·","","SRL Colony Main Rd","·","Open","⋅ Closes 10 pm","090307 12090","https://lh5.googleusercontent.com/p/AF1QipMgWrNmmN4pYOp6cJJDHn9Vh_G0eOIdW91FNcSb=w163-h92-k-no","""Reasonable","","Pooja"
"https://www.google.com/maps/place/SRI+SRINIVASA+SAI+POOJA+SAMAGRI+STORES/data=!4m7!3m6!1s0x3bcb9705e6d907af:0x57c649a5d0000000!8m2!3d17.3849667!4d78.4395922!16s%2Fg%2F11s0fjkhyv!19sChIJrwfZ5gWXyzsRAAAA0KVJxlc?authuser=0&hl=en&rclk=1","SRI SRINIVASA SAI POOJA SAMAGRI STORES","4.5","(11)","General store","·","","Gudimalkapur","·","Open","⋅ Closes 9:30 pm","098857 01600","https://lh5.googleusercontent.com/p/AF1QipN9MTv8ms0_5n6msAp-CbzH3VMposwZKUCVm0IV=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Bhakthi+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb91efefffffdb:0x9e4dec6670a069f0!8m2!3d17.503536!4d78.3963049!16s%2Fg%2F11f0kxpw_9!19sChIJ2___7--RyzsR8GmgcGbsTZ4?authuser=0&hl=en&rclk=1","Bhakthi Pooja Samagri","4.9","(80)","Religious goods store","·","","H No.2-23-487,Plot No.380,HMT Hills, Backside Ramalayam,JNTU Roaf","·","Open","⋅ Closes 10 pm","080999 96014","https://lh5.googleusercontent.com/p/AF1QipOZIhJqVi1pMO7KmjRKx4w59E9AVLGz3mW4FGnd=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Om+Sri+Padmalaya+Pooja+Samagri+Stores/data=!4m7!3m6!1s0x3bcb93e1291b7099:0x5c8ac20bfaa6507b!8m2!3d17.4767725!4d78.3042217!16s%2Fg%2F11s39r7k8_!19sChIJmXAbKeGTyzsRe1Cm-gvCilw?authuser=0&hl=en&rclk=1","Om Sri Padmalaya Pooja Samagri Stores","5.0","(20)","Religious goods store","·","","function hall, plot no.66 opp.ravinder reddy, road","·","Open","⋅ Closes 10 pm","094947 40945","https://lh5.googleusercontent.com/p/AF1QipPTbgCS0eLLRpYHHzyrGA04vQ_q6bRdZ--7xNjz=w163-h92-k-no","In-store pick-up","·","Delivery"
"https://www.google.com/maps/place/AYYAPPA+POOJA+STORE/data=!4m7!3m6!1s0x3bcb9d7ffbd61c41:0xf8b38c3aaa82f73!8m2!3d17.4795463!4d78.6226002!16s%2Fg%2F11k42scg47!19sChIJQRzW-3-dyzsRcy-oqsM4iw8?authuser=0&hl=en&rclk=1","AYYAPPA POOJA STORE","4.9","(170)","Religious goods store","·","","BUS STOP, Rampally Main Rd","·","Open","⋅ Closes 10:30 pm","098480 82857","https://lh5.googleusercontent.com/p/AF1QipPon35fyKG8F8Vqu4e0ueeTQocdCkUh7ss76-Nm=w80-h173-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+Padmalaya+Pooja+Stores/data=!4m7!3m6!1s0x3bcb9508e31eddd3:0x467cf58ee68197f8!8m2!3d17.4058733!4d78.3751377!16s%2Fg%2F11qg5r_rpx!19sChIJ090e4wiVyzsR-JeB5o71fEY?authuser=0&hl=en&rclk=1","Sri Padmalaya Pooja Stores","4.4","(25)","Religious goods store","·","","1-93/3/12/1","·","Open","⋅ Closes 10 pm","079951 99984","https://lh5.googleusercontent.com/p/AF1QipO2EV7VP6X4iVEODk4K5VF79JjeoEml6MbfNzri=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Ganesh+Narayan+Pooja+Samagri/data=!4m7!3m6!1s0x3bcb97b1821a34d1:0x867c627898b1d206!8m2!3d17.3615523!4d78.4362698!16s%2Fg%2F11ckqr9x9q!19sChIJ0TQagrGXyzsRBtKxmHhifIY?authuser=0&hl=en&rclk=1","Ganesh Narayan Pooja Samagri","4.9","(70)","Religious goods store","·","","Sai krupa building, NM Guda Rd, near Hanuman temple Entrance, beside lane of goverdham traders","·","Open","⋅ Closes 11 pm","079816 18897","https://lh5.googleusercontent.com/p/AF1QipNWFhQBYhAB_72jsm0WrdBa040SwMD2emGRZfcz=w163-h92-k-no","In-store shopping","·","Delivery"
"https://www.google.com/maps/place/R.K+Pooja+Stores/data=!4m7!3m6!1s0x3bcb91ccf57bf9d5:0x8abd06d0555da18b!8m2!3d17.501877!4d78.426897!16s%2Fg%2F1q5gmbj2v!19sChIJ1fl79cyRyzsRi6FdVdAGvYo?authuser=0&hl=en&rclk=1","R.K Pooja Stores","4.5","(26)","Grocery store","·","","·","Durgamma Temple, Shop No.H-37-105, Main Road, near Last Bus Stop, opposite Durga Mata Temple","Open","⋅ Closes 9 pm","094400 33569","https://lh5.googleusercontent.com/p/AF1QipMFPHabM6kAsouBczu0Yr3FP7sSwdPLZTC35j9y=w163-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Sreemayee+Pooja+Store/data=!4m7!3m6!1s0x3bcb91de107caa6b:0xf0c7fb552ca82bcb!8m2!3d17.4932789!4d78.3950399!16s%2Fg%2F11fk1kzvs3!19sChIJa6p8EN6RyzsRyyuoLFX7x_A?authuser=0&hl=en&rclk=1","Sreemayee Pooja Store","5.0","(30)","Home goods store","","","·","","Open","⋅ Closes 10 pm","092461 18767","https://lh5.googleusercontent.com/p/AF1QipPy_NEseVQgHbnC62LccMDH6NdoGSRi54FNUA7L=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Satguru+Pooja+Samagri+Store/data=!4m7!3m6!1s0x3bcbbd29f7f14093:0x392308d71db0994!8m2!3d17.3117493!4d78.4383497!16s%2Fg%2F11lrh3_vj8!19sChIJk0Dx9ym9yzsRlAnbcY0wkgM?authuser=0&hl=en&rclk=1","Satguru Pooja Samagri Store","3.9","(9)","Store","·","","8C6Q+M8X, Old Kurnool Rd, beside swapna theater","","Open","⋅ Closes 10 pm","","https://lh5.googleusercontent.com/p/AF1QipPquxOw_wgLHvpWHTRfxjsKyhMl2voj2w_3kclP=w163-h92-k-no","""All items of POOJA samigree available here on fixd MRP rate.""","",""
"https://www.google.com/maps/place/OM+SAI+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3bcb9aa9d0c47ec3:0x5630287016f48bc5!8m2!3d17.5126789!4d78.4754099!16s%2Fg%2F11c138jl7x!19sChIJw37E0KmayzsRxYv0FnAoMFY?authuser=0&hl=en&rclk=1","OM SAI POOJA SAMAGRI","4.3","(15)","Religious goods store","·","","·","PLOT NO:-5, opsite:, KONARK HOSPITAL, Pipe Line Rd","Open","⋅ Closes 10 pm","063091 30785","https://lh5.googleusercontent.com/p/AF1QipPVWTGe6yZa_b1-8FmeVYSlrtv1OgPSABCtoZF3=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Hari+Annapurna+Pooja+Store/data=!4m7!3m6!1s0x3bcb91cb46fd1901:0xfbdbb9d91f951ba2!8m2!3d17.4991409!4d78.428832!16s%2Fg%2F11f1hhksyt!19sChIJARn9RsuRyzsRohuVH9m52_s?authuser=0&hl=en&rclk=1","Hari Annapurna Pooja Store","4.1","(34)","Store","·","","Unnamed Road","","Open 24 hours","","","https://lh5.googleusercontent.com/p/AF1QipNsksF5sKi8IYH63ih2b6-qyAPr4Rkw2LPzxuoM=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/SRI+SAI+SANGMESHWARA+POOJA+SAMAGRI+AND+KIRANA/data=!4m7!3m6!1s0x3bcb9196e962159d:0x880e159c67f89e63!8m2!3d17.469314!4d78.4212587!16s%2Fg%2F11tczlwysj!19sChIJnRVi6ZaRyzsRY574Z5wVDog?authuser=0&hl=en&rclk=1","SRI SAI SANGMESHWARA POOJA SAMAGRI AND KIRANA","5.0","(72)","Store","·","","12-7-133/3, opposite CHITTARAMMA TEMPLE, near by GHMC office","·","Open","⋅ Closes 9 pm","099897 51360","https://lh5.googleusercontent.com/p/AF1QipPeB4tRhaWa4CPBgko1PEgJ0q8h2f0ukQc6ZYaw=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Aacharya+Silks+And+Pooja+Store/data=!4m7!3m6!1s0x3bcb936b34cdbb27:0x12d0c885857aabcb!8m2!3d17.4410773!4d78.3606226!16s%2Fg%2F11t2cmvl_w!19sChIJJ7vNNGuTyzsRy6t6hYXI0BI?authuser=0&hl=en&rclk=1","Aacharya Silks And Pooja Store","4.6","(34)","Religious goods store","·","","G5, Kanhaiyalal Complex, Main, Nehru Outer Ring Rd","·","Open","⋅ Closes 9 pm","090635 13506","https://lh5.googleusercontent.com/p/AF1QipPBx8rUU_1qWJ5uxxuRGZIRZ-2Nt5Rfi8GuA7CC=w80-h106-k-no","Delivery","",""
"https://www.google.com/maps/place/Sri+tulja+bhavani+pooja+stores/data=!4m7!3m6!1s0x3bcb9151354ed2dd:0x39766414610d0d3b!8m2!3d17.5078879!4d78.4610547!16s%2Fg%2F11g4dy4k6h!19sChIJ3dJONVGRyzsROw0NYRRkdjk?authuser=0&hl=en&rclk=1","Sri tulja bhavani pooja stores","4.8","(8)","Religious goods store","·","","Quthbullapur Main Rd","","Open","⋅ Closes 10 pm","","https://lh5.googleusercontent.com/p/AF1QipNQGB1B8oXaxCuNHy6l2Fd1xMvzn5Saa83yV_6g=w194-h92-k-no","In-store pick-up","·","Delivery"
"https://www.google.com/maps/place/Sri+Gayatri+pooja+store+%26+Wholesale+Retail+distributors,+Hyderabad/data=!4m7!3m6!1s0x3bcb93f205e74daf:0x3db2ce2de1ee80d4!8m2!3d17.5060946!4d78.3095732!16s%2Fg%2F11j4cvlqv0!19sChIJr03nBfKTyzsR1IDu4S3Osj0?authuser=0&hl=en&rclk=1","Sri Gayatri pooja store & Wholesale Retail distributors, Hyderabad","5.0","(7)","Religious goods store","·","","Hno 23-117, beside ganesh temple","·","Open 24 hours","","094911 24192","https://lh5.googleusercontent.com/p/AF1QipNSkY7I99tBI1sFwxJEz4zgXrqOO74F-m-ZggJw=w163-h92-k-no","In-store pick-up","·","Delivery"
"https://www.google.com/maps/place/Laxmi+Narasimha+Pooja+Store/data=!4m7!3m6!1s0x3bcb912bca42c843:0x8173760a472aa862!8m2!3d17.4290215!4d78.4266785!16s%2Fg%2F1ptwf8r0f!19sChIJQ8hCyiuRyzsRYqgqRwp2c4E?authuser=0&hl=en&rclk=1","Laxmi Narasimha Pooja Store","3.8","(26)","Religious goods store","·","","Shop Number 7, Kamalapura Colony, Phase 3, Jubilee Hills Road Number 2","·","Open","⋅ Closes 8 pm","083416 12632","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEyU0ab-fGitBmp-cDSxj6Tn-9k_W5dDQfvFn1-C6ommBdJqc1qTyumiU-pOyDof0NN1k0ZEveXxKxn2dHHqqF2b9yJf_Y0uTLRG7qyDvhBEM3pS1X24FOVRQoOIV87DAe8nMZd4j6NOCQvEgyBdmQF4ieQfWRlCpgCL1zk0wMRU3bkSbv2zHOjoPfbtN56Olb8-78=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/Shreekara+Pooja+Store/data=!4m7!3m6!1s0x3bcb9b0ee927e619:0xec41d92d063b36e2!8m2!3d17.4855858!4d78.4944151!16s%2Fg%2F11qb4fjnsj!19sChIJGeYn6Q6byzsR4jY7Bi3ZQew?authuser=0&hl=en&rclk=1","Shreekara Pooja Store","4.7","(10)","General store","·","","H No 1/30/34, PN 38, Military Dairy Farm Road, opposite Ganesh Temple","·","Open","⋅ Closes 9 pm","074084 06444","https://lh5.googleusercontent.com/p/AF1QipM_o0OpgKfH-YWRdq4G8iCrkT31IscSqWF8Zzne=w122-h92-k-no","Delivery","",""
"https://www.google.com/maps/place/G+V+R+MANU%27S+POOJA+STORE/data=!4m7!3m6!1s0x3bcb93f323dcaedd:0x8e2309bcc86307b1!8m2!3d17.5020398!4d78.3620219!16s%2Fg%2F11vyj12cch!19sChIJ3a7cI_OTyzsRsQdjyLwJI44?authuser=0&hl=en&rclk=1","G V R MANU'S POOJA STORE","3.8","(15)","Religious goods store","·","","Datta Sai nagar colony, Plot no .63, Bollaram Rd, opp. narenn Garden","","Open","⋅ Closes 10 pm","","https://lh5.googleusercontent.com/p/AF1QipO9j6uwhPtmu046Ti_XLaoaxVQr4xyQZFKY_bym=w122-h92-k-no","Delivery","",""
