Name,Category,Address,Phone,Avg_review,Reviews,Maps_url
Athiva Women's World: Your One-Stop Shop for Women's Essentials,Novelty store,·,089776 00600,4.4,113,https://www.google.com/maps/place/Athiva+Women%27s+World:+Your+One-Stop+Shop+for+Women%27s+Essentials/data=!4m7!3m6!1s0x3a35fab14be4d909:0xeaeeceeeb9ff5402!8m2!3d16.5063847!4d80.6491527!16s%2Fg%2F11gd4rtfvd!19sChIJCdnkS7H6NToRAlT_ue7O7uo?authuser=0&hl=en&rclk=1
Shirisha Fancy,Gift shop,"Shop # 5, R.R.Pet Main Road",088122 22468,3.7,944,https://www.google.com/maps/place/Shirisha+Fancy/data=!4m7!3m6!1s0x3a3614c9dd1d735d:0xf1c2d0f7d26ab8e9!8m2!3d16.7122873!4d81.0984892!16s%2Fg%2F11b6g8bhdk!19sChIJXXMd3ckUNjoR6bhq0vfQwvE?authuser=0&hl=en&rclk=1
ESWARI LADIES TAILOR,Boutique,"Super Bazaar Street, side of BABU emporium gully, naresh cloth showroom back Street",098669 58458,3.7,3,https://www.google.com/maps/place/ESWARI+LADIES+TAILOR/data=!4m7!3m6!1s0x3a37b711be7aecc3:0xb81bebcbdd5e03a6!8m2!3d16.7532019!4d81.687159!16s%2Fg%2F11gylvv3z0!19sChIJw-x6vhG3NzoRpgNe3cvrG7g?authuser=0&hl=en&rclk=1
Laharika Ladies Emporium,Costume store,"Shop No.2,Suchitra, Qutubullapur Main Rd, Durga Estate, Jeedimetla",098480 89791,4,6,https://www.google.com/maps/place/Laharika+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb900ea67ee435:0xd9078ecac35e7f33!8m2!3d17.5025302!4d78.4684396!16s%2Fg%2F1ygjd48y5!19sChIJNeR-pg6QyzsRM39ew8qOB9k?authuser=0&hl=en&rclk=1
Manisha Fancy Ladies emporeim,Jeweler,"Shop.No.1, 95/3, beside Medi Plus",093999 16179,3.6,8,https://www.google.com/maps/place/Manisha+Fancy+Ladies+emporeim/data=!4m7!3m6!1s0x3bcb9ebb52f5290f:0x11baff53bc044a64!8m2!3d17.4223011!4d78.5821645!16s%2Fg%2F11bycgw9yf!19sChIJDyn1UrueyzsRZEoEvFP_uhE?authuser=0&hl=en&rclk=1
Aruna Ladies Emporium,Clothing store,,,5,1,https://www.google.com/maps/place/Aruna+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb9171f340f445:0xd6f6970ee496d600!8m2!3d17.459333!4d78.4008482!16s%2Fg%2F11sym9j_g5!19sChIJRfRA83GRyzsRANaW5A6X9tY?authuser=0&hl=en&rclk=1
Gupta's Lakshmi Cloth Emporium,Clothing store,"76-14-243/2, Teachers Colony, Near Sivalayam, Swathi Theatre Rd",094408 53743,3.8,264,https://www.google.com/maps/place/Gupta%27s+Lakshmi+Cloth+Emporium/data=!4m7!3m6!1s0x3a35efc9aee99073:0x4fe2ff22aa2b46fe!8m2!3d16.5329553!4d80.5960575!16s%2Fg%2F11c5rml128!19sChIJc5DprsnvNToR_kYrqiL_4k8?authuser=0&hl=en&rclk=1
Saraswathi Ladies Sewing Emporium,Tailor,"&, H no 3-134, Near Ramalayam,Padamati bazar, Tallur ( Post, Mandal",,5,2,https://www.google.com/maps/place/Saraswathi+Ladies+Sewing+Emporium/data=!4m7!3m6!1s0x3a4aef1b60bf1707:0x7fac62a9f1d20a87!8m2!3d15.7399769!4d79.8817531!16s%2Fg%2F11txp8kqw_!19sChIJBxe_YBvvSjoRhwrS8alirH8?authuser=0&hl=en&rclk=1
SRI LADIES FASHION TAILORS& COMPUTER EMBROIDERY,Women's clothing store,"stree, word no.20, Babu Emporium, opposite Dhoddi patlavaree",091825 57020,,,https://www.google.com/maps/place/SRI+LADIES+FASHION+TAILORS%26+COMPUTER+EMBROIDERY/data=!4m7!3m6!1s0x3a37b7531ffa5c6d:0x4e7508bc591fa01e!8m2!3d16.7566202!4d81.6769722!16s%2Fg%2F11s0vhvjnt!19sChIJbVz6H1O3NzoRHqAfWbwIdU4?authuser=0&hl=en&rclk=1
Sri Divya Ladies Emporium,Clothing Accessories Store,"2-56/33, 39/2, Ayyappa Society Main Rd",099087 22309,3.4,14,https://www.google.com/maps/place/Sri+Divya+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb915dbcbd39bb:0x7467deade00fb6e7!8m2!3d17.4444642!4d78.3920734!16s%2Fg%2F11c6_wq8br!19sChIJuzm9vF2RyzsR57YP4K3eZ3Q?authuser=0&hl=en&rclk=1
Bhama Emporio 92.5 silver jewellery & wedding accessories,Jewelry store,"39-1-59/2, MG Rd, opp. pvp mall",079894 83161,4.7,"1,816",https://www.google.com/maps/place/Bhama+Emporio+92.5+silver+jewellery+%26+wedding+accessories/data=!4m7!3m6!1s0x3a35fbde04f7b9dd:0xc14a3be81fe90848!8m2!3d16.501936!4d80.6419809!16s%2Fg%2F11h7g4f_36!19sChIJ3bn3BN77NToRSAjpH-g7SsE?authuser=0&hl=en&rclk=1
Padma Fancy Stores,Novelty store,"5/809, Lakshmi Puram Main Rd, Near SBI, main road, near PAPPULA street",094405 20150,5,1,https://www.google.com/maps/place/Padma+Fancy+Stores/data=!4m7!3m6!1s0x3a4c8cba6aaf7d99:0xb3abc06a9d7e499b!8m2!3d14.4581612!4d79.9935673!16s%2Fg%2F11f03sj6g9!19sChIJmX2varqMTDoRm0l-nWrAq7M?authuser=0&hl=en&rclk=1
Bhama,Novelty store,·,,4,792,https://www.google.com/maps/place/Bhama/data=!4m7!3m6!1s0x3a35effe0068865d:0xafe780c5d0e8e550!8m2!3d16.5125883!4d80.6272244!16s%2Fg%2F11b6hzqwxp!19sChIJXYZoAP7vNToRUOXo0MWA568?authuser=0&hl=en&rclk=1
Narsingh Seethammadhara,Clothing store,·,087902 74777,4.2,185,https://www.google.com/maps/place/Narsingh+Seethammadhara/data=!4m7!3m6!1s0x3a39438b0d1c5f39:0x436fb44737238b8c!8m2!3d17.7436166!4d83.315667!16s%2Fg%2F11p11ff2_z!19sChIJOV8cDYtDOToRjIsjN0e0b0M?authuser=0&hl=en&rclk=1
LADIES EMPORIUM,Clothing store,,,,,https://www.google.com/maps/place/LADIES+EMPORIUM/data=!4m7!3m6!1s0x3bcb9bdea9997fb3:0x3d276883874919e6!8m2!3d17.4366946!4d78.5381126!16s%2Fg%2F11lchm6ns6!19sChIJs3-Zqd6byzsR5hlJh4NoJz0?authuser=0&hl=en&rclk=1
Sri's Designer Boutique,Boutique,"1st floor, royal towers, Court, street, opp. Babu emporium",,4.9,9,https://www.google.com/maps/place/Sri%27s+Designer+Boutique/data=!4m7!3m6!1s0x3a37b7dcea3014b5:0xc4f854b230389360!8m2!3d16.7531514!4d81.6873679!16s%2Fg%2F11sr81w5vr!19sChIJtRQw6ty3NzoRYJM4MLJU-MQ?authuser=0&hl=en&rclk=1
VIJAYALAKSHMI MATCHING CENTRE & BOUTIQUE,Women's clothing store,"auto point, Kattamuri Vari Veedhi, opp. ICICI Bank & VIP emporium",099661 02596,,,https://www.google.com/maps/place/VIJAYALAKSHMI+MATCHING+CENTRE+%26+BOUTIQUE/data=!4m7!3m6!1s0x3a3581c02953953f:0xcf3b1f2c486173e1!8m2!3d16.3933838!4d80.1478522!16s%2Fg%2F11tdfsl_z4!19sChIJP5VTKcCBNToR4XNhSCwfO88?authuser=0&hl=en&rclk=1
Haritha New Trends Ladies Emporium & Beauty Parlour,Clothing store,"dental care, Poranki main road, centre, opposite Poranki",,,,https://www.google.com/maps/place/Haritha+New+Trends+Ladies+Emporium+%26+Beauty+Parlour/data=!4m7!3m6!1s0x3a35fb3f91d776e5:0x566af9f6b33b3d1f!8m2!3d16.4767773!4d80.7059255!16s%2Fg%2F11vrtpnzkd!19sChIJ5XbXkT_7NToRHz07s_b5alY?authuser=0&hl=en&rclk=1
SRI LAKSHMI NARAYANA LADIES EMPORIUM,Saree Shop,58 VENKATESHWARA COLONY,082979 25602,,,https://www.google.com/maps/place/SRI+LAKSHMI+NARAYANA+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4d4bdd6ff88ded:0x5f410c4ea6346132!8m2!3d13.6544144!4d79.4581183!16s%2Fg%2F11pkbxgd9w!19sChIJ7Y34b91LTToRMmE0pk4MQV8?authuser=0&hl=en&rclk=1
"Mahalakshmi fancy store ,1 gram gold and ladies Emporium",Novelty store,"Undavalli Rd, opp. SBI bank",099495 91863,1,1,"https://www.google.com/maps/place/Mahalakshmi+fancy+store+,1+gram+gold+and+ladies+Emporium/data=!4m7!3m6!1s0x3a35f14fc7b38e61:0x3966badb08c5248e!8m2!3d16.4928035!4d80.5970058!16s%2Fg%2F11pcn56w1x!19sChIJYY6zx0_xNToRjiTFCNu6Zjk?authuser=0&hl=en&rclk=1"
SAI GEETHIKA LADIES EMPORIUM,Advertising agency,"6th Ward, Vidya Nagar Main Road",093915 03898,5,1,https://www.google.com/maps/place/SAI+GEETHIKA+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4a111608d983b3:0x61d439f0cde29254!8m2!3d16.0693098!4d80.5530006!16s%2Fg%2F11kb7brw7f!19sChIJs4PZCBYRSjoRVJLizfA51GE?authuser=0&hl=en&rclk=1
Radha Krishna Ladies Emporium,Boutique,·,090002 53912,,,https://www.google.com/maps/place/Radha+Krishna+Ladies+Emporium/data=!4m7!3m6!1s0x3a3967c3564ac08b:0xc537fe461da767e1!8m2!3d17.8174879!4d83.2097182!16s%2Fg%2F11v66jbjm5!19sChIJi8BKVsNnOToR4WenHUb-N8U?authuser=0&hl=en&rclk=1
BISMILLAH LADIES EMPORIUM,Clothing store,PR7R+4CF,,,,https://www.google.com/maps/place/BISMILLAH+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4ae5007107580d:0x4af5fea4adeb8426!8m2!3d15.7128216!4d79.8410421!16s%2Fg%2F11w2c82mdq!19sChIJDVgHcQDlSjoRJoTrraT-9Uo?authuser=0&hl=en&rclk=1
DURGASRI FANCY & LADIES EMPORIUM,Novelty store,near Ysr Statue,096186 41956,,,https://www.google.com/maps/place/DURGASRI+FANCY+%26+LADIES+EMPORIUM/data=!4m7!3m6!1s0x3a4a631b26345fc5:0xe87250b1a7ef3b6!8m2!3d16.0937135!4d80.1588484!16s%2Fg%2F11tf5rsfvy!19sChIJxV80JhtjSjoRtvN-Ggslhw4?authuser=0&hl=en&rclk=1
Jyothi Ladies Emporium,Boutique,5-216,094411 76579,,,https://www.google.com/maps/place/Jyothi+Ladies+Emporium/data=!4m7!3m6!1s0x3a35fbf5fc50b16f:0xba8456c610812c11!8m2!3d16.4818388!4d80.7101367!16s%2Fg%2F11y4xhq_kj!19sChIJb7FQ_PX7NToRESyBEMZWhLo?authuser=0&hl=en&rclk=1
Taj Ladies Emporium,Grocery store,8/557,085010 07511,,,https://www.google.com/maps/place/Taj+Ladies+Emporium/data=!4m7!3m6!1s0x3bb695c4b9f1ed49:0x937232a4907a0060!8m2!3d15.1159298!4d77.6369781!16s%2Fg%2F11smqjzgx3!19sChIJSe3xucSVtjsRYAB6kKQycpM?authuser=0&hl=en&rclk=1
Jasper tailoring and Ladies emporium,Tailor,,,,,https://www.google.com/maps/place/Jasper+tailoring+and+Ladies+emporium/data=!4m7!3m6!1s0x3a3943004a0c9d13:0xdc226f83e5ee461f!8m2!3d17.7426195!4d83.3222079!16s%2Fg%2F11w8207pwj!19sChIJE50MSgBDOToRH0bu5YNvItw?authuser=0&hl=en&rclk=1
Deepthi's Ladies Emporium,Women's clothing store,"H.no 109/5, Plot no 101&102 marthhbhumi pearl Ground floor Madevpuram",085558 45321,,,https://www.google.com/maps/place/Deepthi%27s+Ladies+Emporium/data=!4m7!3m6!1s0x3bcb8f49568cc617:0xc8948e544284b4e!8m2!3d17.517115!4d78.4148254!16s%2Fg%2F11fd57g4gs!19sChIJF8aMVkmPyzsRTksoROVIiQw?authuser=0&hl=en&rclk=1
Sai Sree Ladies Emporium Gift Articles,Novelty store,"Shop.No : 14-80/1, P&T Colony, Dilsuknagar.",093462 66606,,,https://www.google.com/maps/place/Sai+Sree+Ladies+Emporium+Gift+Articles/data=!4m7!3m6!1s0x3bcb98f39d511e8f:0x41868b1d7f553d81!8m2!3d17.363446!4d78.5267272!16s%2Fg%2F11b8c556dd!19sChIJjx5RnfOYyzsRgT1Vfx2LhkE?authuser=0&hl=en&rclk=1
